,Sales ID,Sales Price,Machine ID,Model ID,datasource,Auctioneer ID,Year Made,MachineHours CurrentMeter,Usage Band,Sales date,Model Description,Base Model,Secondary Description,Model Series,Model Descriptor,Machine Size,Product Class Description,State of Usage,Product Group,Product Group Description,Driver System,Enclosure,Control,Touchpad Type,Control Type,Version,Transmission,Turbo Charged,Extra features,Machine Width,Clean Room,Engine Horsepower,Hydraulics,Push Block,Ripper,Scarifier,Tip Control,Screen Size,Coupler,Couple System,Grouser Tracks,Hydraulics Flow,Tupper Type,Screen Size.1,Stick Length,Thumb,Pattern Changer,Grouser Type,Backhoe Mounting,Blade Type,Travel Possibilities,Differential Type,Steering Controls
313,1140267,16000.0,690030,7040,121,3.0,2005,675.0,Low,10/22/2010 0:00,302.5,302.5,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Illinois,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
"314,1140271,26000.0,1042885,1931,121,3.0,1996,11604.0,Medium,5/14/2009 0:00,770BH,770,B,,H,,Type A - 145.0 to 170.0 Horsepower,Oklahoma,MG,Brazil,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,""14"""""",,,,,,,,,,,,,,,"
315,1140274,11500.0,1027324,4578,121,3.0,1994,4650.0,Medium,5/3/2007 0:00,210C,210,C,,,,Type B - 0.0 to 14.0 Ft Standard Digging Depth,Arizona,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
316,1140275,31000.0,1011797,3172,121,3.0,2004,0.0,,7/26/2007 0:00,580M,580,M,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
317,1140276,8000.0,599854,7040,121,3.0,2001,0.0,,9/21/2006 0:00,302.5,302.5,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Texas,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
318,1140281,32000.0,1019830,16253,121,3.0,2000,0.0,,12/6/2007 0:00,SK150LC-IV,SK150,LC,#NAME?,,Small,Type C - 16.0 to 19.0 Metric Tons,Louisiana,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
319,1140282,36000.0,106948,3538,121,3.0,2000,1260.0,Low,10/20/2005 0:00,416C,416,C,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
320,1140285,40000.0,1060211,18174,121,3.0,2003,6109.0,Medium,8/27/2009 0:00,EC360BLC,EC360,B,,LC,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,Nevada,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
321,1140291,13500.0,623932,6268,121,3.0,1999,868.0,Low,12/15/2005 0:00,HD4520,HD4520,,,,,Type F - 2701.0+ Lb Operating Capacity,Montana,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
322,1140295,10000.0,1068425,11832,121,3.0,1990,1145.0,Low,7/13/2006 0:00,95ZIII,95,Z,III,,Medium,Type E - 275.0 to 350.0 Horsepower,Oklahoma,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
323,1140297,12500.0,1013732,16605,121,3.0,2005,0.0,,6/25/2009 0:00,PC50MR-2,PC50,MR,-2,,Mini,Type C - 5.0 to 6.0 Metric Tons,Florida,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
324,1140301,33000.0,357344,1077,121,3.0,2007,1362.0,Medium,6/16/2011 0:00,304CCR,304,C,,CR,Mini,Type C - 4.0 to 5.0 Metric Tons,Missouri,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,16 inch,None or Unspecified,Hydraulic,Yes,Double,,,,,
325,1140304,45000.0,317602,4764,121,3.0,2001,5101.0,Medium,4/12/2007 0:00,650H,650,H,,,,Type D - 85.0 to 105.0 Horsepower,West Virginia,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
326,1140306,34000.0,1001659,5273,121,3.0,1998,3550.0,Medium,11/17/2005 0:00,D41E,D41,E,,,,Type D - 85.0 to 105.0 Horsepower,Ohio,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
327,1140309,86000.0,1048043,1263,121,3.0,2000,9003.0,High,5/18/2006 0:00,330BL,330,B,,L,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,Texas,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
328,1140312,24500.0,1035375,3171,121,3.0,2000,4050.0,High,7/28/2005 0:00,580L,580,L,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,California,BL,USA,Two Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
329,1140316,23000.0,698306,13395,121,3.0,2005,407.0,Low,10/25/2007 0:00,303CR,303,,,CR,Mini,Type C - 3.0 to 4.0 Metric Tons,Illinois,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
330,1140318,22000.0,1061786,3178,121,3.0,1998,0.0,,2/26/2010 0:00,580SUPER L,580,SUPER L,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Kansas,BL,USA,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
331,1140321,10000.0,1009424,3398,121,3.0,2004,1426.0,High,11/15/2007 0:00,216B,216,B,,,,Type F - 1251.0 to 1351.0 Lb Operating Capacity,New Mexico,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
332,1140326,89000.0,1061654,28740,121,3.0,2005,8995.0,High,8/6/2009 0:00,WA4805L,WA480,,5,L,Medium,Type E - 250.0 to 275.0 Horsepower,Illinois,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
333,1140333,11500.0,1026154,9581,121,3.0,2002,2895.0,High,10/25/2007 0:00,T200,T200,,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,Minnesota,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,Yes,Standard,,,,,,,,,,,
334,1140338,37000.0,880532,1158,121,3.0,1997,7859.0,Medium,7/16/2009 0:00,320BL,320,B,,L,Large / Medium,Type C - 21.0 to 24.0 Metric Tons,Wyoming,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,32 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
335,1140339,26000.0,768453,7254,121,3.0,2005,1470.0,High,9/20/2007 0:00,902,902,,,,Compact,Type E - 40.0 to 60.0 Horsepower,Florida,WL,Germany,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,3 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional
336,1140343,38000.0,1016516,3180,121,3.0,2001,1344.0,Low,12/6/2007 0:00,580SUPER M,580,SUPER M,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Ohio,BL,USA,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
337,1140344,13000.0,1006654,4675,121,3.0,1000,9277.0,Low,2/25/2010 0:00,490E,490,E,,,Small,Type C - 12.0 to 14.0 Metric Tons,Virginia,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
338,1140346,30500.0,1004138,663,121,3.0,2001,800.0,Medium,3/25/2004 0:00,WB150-2,WB150,,-2,,,Type B - 15.0 to 16.0 Ft Standard Digging Depth,Massachusetts,BL,USA,Four Wheel Drive,EROPS,Yes,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
339,1140350,17500.0,572861,6265,121,3.0,2000,1539.0,Medium,4/29/2004 0:00,4810,4810,,,,,Type F - 2701.0+ Lb Operating Capacity,Michigan,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
"340,1140351,16000.0,1062311,6974,121,3.0,1000,0.0,,5/19/2011 0:00,120,120,,,,,Type A - 45.0 to 130.0 Horsepower,Texas,MG,Brazil,No,EROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,""13"""""",,,,,,,,,,,,,,,"
341,1140362,9000.0,1044556,10468,121,3.0,2003,505.0,Low,6/25/2009 0:00,EC25,EC25,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Georgia,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
342,1140367,12500.0,1069359,4603,121,3.0,1993,6924.0,Medium,9/7/2006 0:00,310D,310,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
343,1140369,10000.0,1012784,7261,121,3.0,1971,0.0,,4/6/2006 0:00,920,920,,,,,Type E - 90.0 to 100.0 Horsepower,North Dakota,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
344,1140373,13000.0,718073,1936,121,3.0,1989,7115.0,Medium,5/19/2005 0:00,790DLC,790,D,,LC,Large / Medium,Type C - 21.0 to 24.0 Metric Tons,Oregon,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
345,1140376,18500.0,1051384,5879,121,3.0,1997,28112.0,High,2/25/2010 0:00,L330C,L330,C,,,Large,Type E - 350.0 to 500.0 Horsepower,Indiana,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
346,1140377,16500.0,1060892,8009,121,3.0,2002,616.0,Low,4/20/2006 0:00,250,250,,,,,Type F - 1601.0 to 1751.0 Lb Operating Capacity,New York,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
347,1140390,5250.0,1005353,17305,121,3.0,1000,163.0,Low,3/23/2006 0:00,MT50,MT50,,,,,Type F - 701.0 to 976.0 Lb Operating Capacity,Kansas,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
348,1140393,62500.0,16869,3857,121,3.0,1991,6181.0,Low,12/18/2006 0:00,966F,966,F,,,Medium,Type E - 200.0 to 225.0 Horsepower,Alabama,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
349,1140396,23000.0,380903,3538,121,3.0,1998,3075.0,Medium,1/29/2004 0:00,416C,416,C,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
350,1140399,14000.0,1040446,4603,121,3.0,1000,6867.0,Low,7/23/2009 0:00,310D,310,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
351,1140404,58000.0,730369,3807,121,3.0,2000,8467.0,High,4/20/2006 0:00,938G,938,G,,,Medium,Type E - 150.0 to 175.0 Horsepower,Mississippi,WL,Germany,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,3 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
352,1140405,12500.0,311211,7009,121,3.0,2003,2126.0,High,4/20/2006 0:00,226,226,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Nevada,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
353,1140409,14750.0,999981,28608,121,3.0,2004,399.0,Low,8/27/2010 0:00,PC27MR,PC27,MR,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Georgia,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
354,1140410,68000.0,534577,1453,121,3.0,2005,1877.0,Medium,4/12/2007 0:00,928GZ,928,G,,Z,Medium,Type E - 150.0 to 175.0 Horsepower,Florida,WL,Germany,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Manual,,,,,,,,,,,,,Standard,Conventional
355,1140411,10000.0,295162,7009,121,3.0,1999,7066.0,High,8/10/2006 0:00,226,226,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Virginia,SSL,France,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
356,1140413,36000.0,1028682,7944,121,3.0,1997,6349.0,Medium,9/30/2004 0:00,120,120,,,,Small,Type C - 12.0 to 14.0 Metric Tons,Minnesota,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
357,1140419,50000.0,695831,13801,121,3.0,2006,1418.0,Low,1/28/2010 0:00,D4GLGP,D4,G,,LGP,,Type D - 75.0 to 85.0 Horsepower,Illinois,TTT,Japan,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
358,1140421,53000.0,1042370,5893,121,3.0,2002,18196.0,High,5/17/2007 0:00,L90D,L90,D,,,Medium,Type E - 150.0 to 175.0 Horsepower,Texas,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
359,1140424,68000.0,200555,1597,121,3.0,1997,5007.0,Medium,4/15/2004 0:00,D5MXL,D5,M,,XL,Medium,Type D - 105.0 to 130.0 Horsepower,Colorado,TTT,Japan,,EROPS w AC,,,,,Standard,,,,,,4 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,
360,1140425,11000.0,1029824,17231,121,3.0,2007,120.0,Low,7/16/2009 0:00,323,323,,,,Mini,Type C - 0.0 to 2.0 Metric Tons,Georgia,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
